,no,userid,version,sum_gameround,retention_1,retention_7
8257,18615,2071262,gate_40,5,1,0
8258,18617,2071437,gate_30,60,1,1
8259,18618,2071439,gate_40,182,1,1
8260,18619,2071481,gate_40,107,1,1
8261,18621,2072077,gate_30,13,1,0
8262,18624,2072493,gate_30,22,1,0
8263,18625,2072540,gate_30,25,1,0
8264,18627,2072890,gate_30,2,1,0
8265,18628,2072957,gate_30,3,1,0
8266,18629,2073006,gate_30,7,1,0
8267,18630,2073310,gate_30,215,1,0
8268,18631,2073333,gate_40,2,1,1
8269,18637,2074630,gate_40,21,1,0
8270,18644,2075870,gate_40,1075,1,1
8271,18646,2076009,gate_40,54,1,0
8272,18650,2076929,gate_30,4,1,0
8273,18652,2077083,gate_30,206,1,1
8274,18656,2077233,gate_30,6,1,0
8275,18667,2078606,gate_40,11,1,0
8276,18668,2078696,gate_40,157,1,1
8277,18669,2078980,gate_30,18,1,0
8278,18670,2079171,gate_30,393,1,1
8279,18675,2079995,gate_30,76,1,1
8280,18679,2080193,gate_40,326,1,1
8281,18682,2080865,gate_40,113,1,1
8282,18683,2080939,gate_40,192,1,1
8283,18684,2080945,gate_30,36,1,0
8284,18685,2081068,gate_30,135,1,1
8285,18686,2081101,gate_40,5,1,0
8286,18687,2081110,gate_40,112,1,0
8287,18690,2081477,gate_30,200,1,1
8288,18694,2081828,gate_40,39,1,0
8289,18695,2081941,gate_30,18,1,0
8290,18697,2082234,gate_40,89,1,1
8291,18699,2082364,gate_30,2,1,0
8292,18700,2082467,gate_30,10,1,0
8293,18701,2082507,gate_40,41,1,1
8294,18702,2082634,gate_40,11,1,0
8295,18703,2082754,gate_30,23,1,0
8296,18704,2082911,gate_30,55,1,0
8297,18710,2083367,gate_40,15,1,0
8298,18711,2083424,gate_40,35,1,0
8299,18712,2083479,gate_40,61,1,1
8300,18713,2083705,gate_40,65,1,1
8301,18715,2084020,gate_30,14,1,0
8302,18716,2084123,gate_30,38,1,1
8303,18720,2084407,gate_40,242,1,1
8304,18723,2084697,gate_30,7,1,0
8305,18726,2085451,gate_30,7,1,0
8306,18727,2085514,gate_40,66,1,0
8307,18730,2085987,gate_40,131,1,1
8308,18732,2085998,gate_30,296,1,1
8309,18734,2086154,gate_40,187,1,1
8310,18735,2086505,gate_30,85,1,0
8311,18741,2087004,gate_40,48,1,0
8312,18742,2087044,gate_40,16,1,0
8313,18746,2087794,gate_30,16,1,0
8314,18747,2087935,gate_40,107,1,0
8315,18748,2088011,gate_40,213,1,1
8316,18749,2088184,gate_40,45,1,0
8317,18750,2088300,gate_30,96,1,1
8318,18755,2088681,gate_30,83,1,1
8319,18758,2089474,gate_30,51,1,0
8320,18762,2090251,gate_40,36,1,0
8321,18763,2090301,gate_30,59,1,0
8322,18766,2090483,gate_40,356,1,1
8323,18768,2090619,gate_30,22,1,0
8324,18773,2091205,gate_40,139,1,1
8325,18777,2091411,gate_40,19,1,0
8326,18779,2091523,gate_40,934,1,0
8327,18781,2091688,gate_40,78,1,0
8328,18783,2091977,gate_30,241,1,1
8329,18785,2092142,gate_30,47,1,0
8330,18788,2092512,gate_40,18,1,0
8331,18791,2092691,gate_40,10,1,0
8332,18792,2092752,gate_40,11,1,0
8333,18793,2092773,gate_40,344,1,1
8334,18794,2092843,gate_40,29,1,0
8335,18795,2093075,gate_30,11,1,0
8336,18797,2093251,gate_30,15,1,0
8337,18799,2093262,gate_30,19,1,1
8338,18800,2093428,gate_30,47,1,0
8339,18801,2093506,gate_30,7,1,0
8340,18802,2093572,gate_30,25,1,0
8341,18807,2093923,gate_40,59,1,0
8342,18808,2094056,gate_30,139,1,1
8343,18811,2094276,gate_40,24,1,0
8344,18813,2094322,gate_30,37,1,0
8345,18814,2094538,gate_30,253,1,1
8346,18816,2094623,gate_40,7,1,0
8347,18818,2094781,gate_30,159,1,0
8348,18819,2094824,gate_30,58,1,0
8349,18821,2095069,gate_30,231,1,1
8350,18823,2095159,gate_30,41,1,0
8351,18824,2095280,gate_30,485,1,1
8352,18829,2095614,gate_40,211,1,1
8353,18836,2096671,gate_40,59,1,0
8354,18837,2096725,gate_30,89,1,0
8355,18838,2096822,gate_40,12,1,0
8356,18840,2097387,gate_40,174,1,1
8357,18841,2097407,gate_30,39,1,0
8358,18846,2097928,gate_30,34,1,0
8359,18850,2098704,gate_30,34,1,0
8360,18854,2098970,gate_30,275,1,1
8361,18855,2098981,gate_30,10,1,0
8362,18859,2099548,gate_30,1,1,0
8363,18862,2099687,gate_30,60,1,0
8364,18863,2099811,gate_30,11,1,0
8365,18865,2099868,gate_40,5,1,0
8366,18868,2100057,gate_30,106,1,0
8367,18869,2100066,gate_40,17,1,0
8368,18872,2100208,gate_40,177,1,1
8369,18878,2100778,gate_30,39,1,0
8370,18879,2100830,gate_30,56,1,0
8371,18881,2100972,gate_40,21,1,0
8372,18882,2101060,gate_40,11,1,0
8373,18883,2101100,gate_30,34,1,0
8374,18884,2101344,gate_40,48,1,1
8375,18885,2101421,gate_40,56,1,0
8376,18886,2101447,gate_30,18,1,0
8377,18892,2102037,gate_30,18,1,0
8378,18894,2102297,gate_30,6,1,0
8379,18896,2102642,gate_40,38,1,0
8380,18897,2102715,gate_30,1,1,0
8381,18899,2103026,gate_30,173,1,0
8382,18900,2103152,gate_40,41,1,0
8383,18902,2103310,gate_30,172,1,0
8384,18904,2103464,gate_30,851,1,1
8385,18905,2103620,gate_40,478,1,1
8386,18909,2103716,gate_40,142,1,1
8387,18913,2104487,gate_30,304,1,1
8388,18915,2104571,gate_30,24,1,1
8389,18920,2105269,gate_40,59,1,0
8390,18921,2105277,gate_30,205,1,1
8391,18924,2105587,gate_30,101,1,1
8392,18925,2105739,gate_40,137,1,1
8393,18928,2105996,gate_30,34,1,0
8394,18930,2106217,gate_30,222,1,0
8395,18933,2106657,gate_30,146,1,1
8396,18934,2106671,gate_30,23,1,0
8397,18936,2106814,gate_40,51,1,1
8398,18942,2107414,gate_30,145,1,1
8399,18944,2107626,gate_30,18,1,0
8400,18947,2107852,gate_40,53,1,0
8401,18949,2108031,gate_40,3,1,0
8402,18950,2108034,gate_40,26,1,0
8403,18951,2108175,gate_30,27,1,1
8404,18952,2108256,gate_40,18,1,0
8405,18953,2108424,gate_30,51,1,1
8406,18955,2108534,gate_30,71,1,1
8407,18956,2108711,gate_40,5,1,0
8408,18957,2108729,gate_40,52,1,1
8409,18958,2108763,gate_40,11,1,0
8410,18962,2109200,gate_40,117,1,0
8411,18967,2109502,gate_30,22,1,0
8412,18970,2109903,gate_40,140,1,0
8413,18971,2110008,gate_40,17,1,0
8414,18974,2110437,gate_40,51,1,0
8415,18976,2110748,gate_30,24,1,0
8416,18978,2110892,gate_30,15,1,0
8417,18979,2110908,gate_40,9,1,0
8418,18980,2110968,gate_30,14,1,0
8419,18981,2111031,gate_30,128,1,1
8420,18983,2111176,gate_40,274,1,1
8421,18988,2112039,gate_40,638,1,0
8422,18991,2112174,gate_40,22,1,0
8423,18993,2112339,gate_40,20,1,0
8424,18996,2112529,gate_40,14,1,0
8425,18998,2112706,gate_30,63,1,1
8426,18999,2112744,gate_30,76,1,0
8427,19001,2112879,gate_30,153,1,1
8428,19002,2113109,gate_40,337,1,1
8429,19009,2113793,gate_40,73,1,0
8430,19010,2113813,gate_40,29,1,0
8431,19012,2114080,gate_40,9,1,0
8432,19013,2114183,gate_30,323,1,0
8433,19014,2114293,gate_40,60,1,0
8434,19016,2114389,gate_30,24,1,0
8435,19019,2114889,gate_40,66,1,1
8436,19021,2114968,gate_40,66,1,0
8437,19022,2115066,gate_30,51,1,0
8438,19023,2115109,gate_40,92,1,1
8439,19024,2115110,gate_30,41,1,0
8440,19028,2115808,gate_30,55,1,0
8441,19029,2115840,gate_30,23,1,1
8442,19030,2115859,gate_30,7,1,0
8443,19031,2115952,gate_30,186,1,1
8444,19032,2116054,gate_30,52,1,0
8445,19033,2116094,gate_30,52,1,0
8446,19035,2116364,gate_40,265,1,0
8447,19036,2116487,gate_40,35,1,0
8448,19039,2116709,gate_30,114,1,0
8449,19040,2116725,gate_40,18,1,0
8450,19045,2117666,gate_40,421,1,1
8451,19048,2118017,gate_40,16,1,0
8452,19051,2118138,gate_40,26,1,0
8453,19052,2118209,gate_40,18,1,0
8454,19054,2118355,gate_40,4,1,0
8455,19056,2118898,gate_30,23,1,0
8456,19057,2119064,gate_40,1687,1,1
8457,19058,2119122,gate_30,81,1,0
8458,19059,2119141,gate_40,48,1,1
8459,19060,2119413,gate_30,35,1,1
8460,19063,2120021,gate_40,49,1,0
8461,19066,2120298,gate_30,107,1,0
8462,19068,2120471,gate_30,46,1,0
8463,19070,2120540,gate_40,6,1,0
8464,19074,2120731,gate_30,219,1,0
8465,19075,2120742,gate_30,9,1,0
8466,19079,2121529,gate_30,24,1,0
8467,19082,2121903,gate_40,31,1,1
8468,19087,2122641,gate_40,46,1,0
8469,19089,2122867,gate_40,75,1,1
8470,19092,2123028,gate_30,34,1,1
8471,19093,2123103,gate_30,161,1,1
8472,19095,2123365,gate_30,16,1,0
8473,19098,2123717,gate_30,39,1,0
8474,19100,2124052,gate_30,6,1,0
8475,19106,2124638,gate_40,13,1,0
8476,19108,2125110,gate_40,98,1,1
8477,19111,2125356,gate_40,6,1,0
8478,19112,2125387,gate_30,19,1,0
8479,19113,2125422,gate_30,141,1,1
8480,19114,2125525,gate_40,44,1,0
8481,19115,2125698,gate_30,176,1,1
8482,19120,2126100,gate_40,38,1,0
8483,19122,2126879,gate_40,82,1,1
8484,19123,2126891,gate_40,31,1,0
8485,19124,2127165,gate_40,23,1,0
8486,19128,2127333,gate_40,388,1,1
8487,19132,2127472,gate_30,40,1,0
8488,19133,2127652,gate_40,102,1,0
8489,19137,2127933,gate_40,20,1,0
8490,19139,2128102,gate_40,114,1,0
8491,19140,2128421,gate_30,1,1,0
8492,19141,2128597,gate_40,30,1,0
8493,19142,2128601,gate_40,13,1,0
8494,19146,2129545,gate_40,113,1,1
8495,19147,2129561,gate_30,73,1,1
8496,19148,2129699,gate_30,201,1,1
8497,19149,2129837,gate_40,15,1,0
8498,19150,2130251,gate_30,129,1,1
8499,19152,2130449,gate_30,18,1,0
8500,19154,2130916,gate_30,52,1,0
8501,19156,2131094,gate_30,28,1,0
8502,19161,2131908,gate_30,18,1,0
8503,19162,2132028,gate_40,74,1,0
8504,19165,2132437,gate_40,84,1,1
8505,19166,2132469,gate_40,37,1,0
8506,19167,2132665,gate_30,433,1,1
8507,19168,2132767,gate_40,87,1,1
8508,19170,2133050,gate_30,80,1,1
8509,19171,2133051,gate_30,72,1,0
8510,19173,2133611,gate_40,344,1,1
8511,19175,2133808,gate_40,39,1,0
8512,19177,2134013,gate_40,20,1,0
8513,19180,2134570,gate_30,186,1,1
8514,19181,2134648,gate_40,60,1,1
8515,19188,2135552,gate_30,29,1,0
8516,19189,2135578,gate_30,197,1,0
8517,19191,2136345,gate_40,67,1,0
8518,19193,2136495,gate_40,59,1,0
8519,19194,2136571,gate_40,402,1,1
8520,19195,2136741,gate_30,12,1,1
8521,19199,2137037,gate_40,175,1,1
8522,19200,2137257,gate_30,130,1,0
8523,19203,2137646,gate_30,26,1,0
8524,19204,2137685,gate_40,141,1,1
8525,19205,2137737,gate_30,56,1,0
8526,19207,2138102,gate_30,19,1,0
8527,19211,2138627,gate_40,12,1,0
8528,19214,2139010,gate_30,65,1,1
8529,19215,2139050,gate_40,92,1,1
8530,19217,2139168,gate_30,50,1,0
8531,19218,2139314,gate_40,95,1,0
8532,19219,2139476,gate_40,24,1,1
8533,19220,2139495,gate_40,87,1,0
8534,19223,2139796,gate_40,67,1,0
8535,19226,2139912,gate_40,57,1,0
8536,19227,2139973,gate_40,57,1,0
8537,19228,2140087,gate_30,98,1,1
8538,19231,2140258,gate_40,98,1,0
8539,19232,2140290,gate_40,47,1,0
8540,19237,2140741,gate_40,253,1,1
8541,19238,2140754,gate_30,41,1,0
8542,19242,2141073,gate_40,20,1,0
8543,19243,2141136,gate_30,135,1,1
8544,19244,2141256,gate_40,2,1,0
8545,19245,2141283,gate_30,57,1,1
8546,19246,2141291,gate_40,65,1,0
8547,19248,2141352,gate_30,20,1,0
8548,19249,2141395,gate_30,10,1,0
8549,19252,2141661,gate_30,19,1,0
8550,19254,2141901,gate_40,379,1,1
8551,19255,2141969,gate_30,18,1,0
8552,19258,2142421,gate_40,9,1,0
8553,19259,2142600,gate_40,19,1,1
8554,19260,2142638,gate_30,15,1,0
8555,19262,2142665,gate_40,35,1,1
8556,19269,2143552,gate_30,44,1,1
8557,19270,2143663,gate_40,25,1,0
8558,19276,2144202,gate_30,137,1,0
8559,19277,2144325,gate_30,167,1,0
8560,19278,2144403,gate_30,6,1,0
8561,19279,2145398,gate_30,201,1,1
8562,19280,2145470,gate_30,166,1,0
8563,19283,2145533,gate_30,15,1,0
8564,19285,2145587,gate_40,40,1,1
8565,19286,2145591,gate_30,13,1,0
8566,19287,2146042,gate_30,32,1,0
8567,19288,2146126,gate_40,16,1,0
8568,19289,2146232,gate_40,21,1,0
8569,19290,2146336,gate_40,39,1,0
8570,19291,2146345,gate_40,58,1,0
8571,19292,2146371,gate_30,27,1,0
8572,19295,2146531,gate_40,23,1,0
8573,19298,2146787,gate_30,44,1,1
8574,19300,2146976,gate_40,43,1,1
8575,19301,2147060,gate_30,5,1,0
8576,19308,2147550,gate_40,60,1,1
8577,19310,2147727,gate_30,142,1,1
8578,19312,2148008,gate_30,109,1,0
8579,19313,2148182,gate_40,74,1,1
8580,19314,2148223,gate_40,58,1,1
8581,19315,2148238,gate_30,34,1,0
8582,19317,2148389,gate_40,10,1,0
8583,19319,2148842,gate_30,19,1,0
8584,19320,2148934,gate_40,78,1,1
8585,19324,2149115,gate_30,89,1,0
8586,19325,2149420,gate_40,140,1,1
8587,19328,2150298,gate_30,295,1,1
8588,19329,2150307,gate_30,56,1,0
8589,19330,2150380,gate_30,224,1,1
8590,19331,2150493,gate_40,10,1,0
8591,19333,2150636,gate_30,68,1,1
8592,19335,2150877,gate_30,61,1,1
8593,19342,2151539,gate_30,57,1,0
8594,19343,2151574,gate_30,26,1,0
8595,19347,2152262,gate_30,30,1,1
8596,19350,2152487,gate_30,51,1,1
8597,19354,2152863,gate_30,467,1,1
8598,19356,2153247,gate_40,15,1,0
8599,19361,2153767,gate_40,12,1,0
8600,19365,2154190,gate_40,71,1,0
8601,19367,2154340,gate_30,115,1,0
8602,19370,2154472,gate_30,144,1,1
8603,19371,2154587,gate_40,32,1,1
8604,19372,2154827,gate_40,17,1,0
8605,19373,2154834,gate_40,31,1,1
8606,19377,2155220,gate_30,77,1,0
8607,19379,2155291,gate_30,29,1,1
8608,19385,2156266,gate_30,93,1,1
8609,19387,2156355,gate_40,36,1,1
8610,19392,2157132,gate_40,8,1,0
8611,19393,2157217,gate_40,31,1,0
8612,19394,2157226,gate_40,110,1,1
8613,19395,2157232,gate_30,88,1,1
8614,19396,2157354,gate_40,289,1,1
8615,19398,2157560,gate_40,214,1,1
8616,19399,2157675,gate_40,11,1,0
8617,19400,2157684,gate_30,48,1,0
8618,19402,2157870,gate_30,20,1,0
8619,19404,2158110,gate_40,25,1,0
8620,19408,2158968,gate_30,168,1,0
8621,19409,2159171,gate_40,39,1,0
8622,19410,2159177,gate_30,30,1,0
8623,19411,2159784,gate_40,11,1,0
8624,19413,2160430,gate_40,20,1,0
8625,19415,2160524,gate_30,36,1,0
8626,19416,2160671,gate_40,105,1,1
8627,19420,2161095,gate_40,55,1,0
8628,19421,2161112,gate_40,198,1,1
8629,19423,2161268,gate_40,3,1,0
8630,19426,2161544,gate_30,27,1,0
8631,19428,2161600,gate_30,78,1,0
8632,19429,2161645,gate_30,24,1,0
8633,19432,2161885,gate_40,16,1,0
8634,19434,2162183,gate_40,31,1,0
8635,19438,2163048,gate_40,144,1,1
8636,19439,2163051,gate_30,242,1,1
8637,19444,2163268,gate_40,12,1,0
8638,19447,2163446,gate_30,38,1,0
8639,19450,2164077,gate_40,22,1,0
8640,19454,2164392,gate_30,45,1,0
8641,19455,2164437,gate_40,249,1,1
8642,19462,2165353,gate_40,33,1,1
8643,19465,2165551,gate_30,52,1,1
8644,19466,2165695,gate_30,15,1,0
8645,19469,2166310,gate_40,91,1,0
8646,19470,2166403,gate_40,43,1,1
8647,19472,2166578,gate_40,56,1,1
8648,19475,2167380,gate_30,112,1,0
8649,19479,2168056,gate_40,46,1,0
8650,19481,2168127,gate_30,63,1,1
8651,19486,2168508,gate_40,31,1,1
8652,19487,2168595,gate_40,499,1,1
8653,19488,2168738,gate_40,113,1,1
8654,19490,2169176,gate_40,158,1,1
8655,19491,2169396,gate_40,39,1,1
8656,19492,2169456,gate_30,18,1,0
8657,19493,2169464,gate_30,29,1,0
8658,19494,2169719,gate_30,39,1,0
8659,19497,2170434,gate_40,208,1,1
8660,19499,2170610,gate_30,25,1,0
8661,19501,2170746,gate_40,14,1,0
8662,19503,2170875,gate_40,22,1,0
8663,19505,2170972,gate_40,31,1,0
8664,19507,2171223,gate_30,36,1,1
8665,19508,2171224,gate_30,162,1,1
8666,19510,2171698,gate_40,72,1,1
8667,19514,2172324,gate_30,43,1,0
8668,19516,2172770,gate_30,16,1,0
8669,19518,2172835,gate_40,31,1,0
8670,19519,2173011,gate_40,58,1,0
8671,19520,2173334,gate_40,19,1,0
8672,19521,2173453,gate_40,44,1,0
8673,19525,2173840,gate_40,30,1,0
8674,19528,2174396,gate_30,219,1,1
8675,19529,2174523,gate_30,365,1,1
8676,19530,2174527,gate_30,127,1,1
8677,19539,2175172,gate_40,205,1,0
8678,19541,2175344,gate_40,172,1,0
8679,19542,2175378,gate_40,36,1,1
8680,19543,2175508,gate_40,101,1,1
8681,19545,2175830,gate_40,58,1,1
8682,19546,2176253,gate_30,18,1,0
8683,19547,2176329,gate_40,95,1,0
8684,19548,2176405,gate_40,201,1,1
8685,19550,2177098,gate_30,57,1,1
8686,19552,2177263,gate_40,11,1,0
8687,19555,2177500,gate_40,84,1,1
8688,19559,2177621,gate_40,14,1,0
8689,19560,2177822,gate_40,50,1,0
8690,19563,2177991,gate_40,59,1,1
8691,19564,2178088,gate_30,196,1,0
8692,19565,2178133,gate_40,9,1,0
8693,19566,2178146,gate_30,42,1,0
8694,19569,2178542,gate_40,58,1,1
8695,19571,2178725,gate_30,121,1,1
8696,19573,2178907,gate_40,46,1,1
8697,19578,2179492,gate_40,49,1,1
8698,19582,2180935,gate_30,76,1,1
8699,19587,2181281,gate_30,22,1,0
8700,19589,2181540,gate_30,76,1,1
8701,19590,2181718,gate_40,139,1,1
8702,19595,2181940,gate_30,8,1,0
8703,19599,2182450,gate_30,304,1,1
8704,19600,2182528,gate_30,51,1,0
8705,19601,2182944,gate_40,35,1,0
8706,19602,2183030,gate_30,10,1,0
8707,19603,2183260,gate_40,31,1,0
8708,19605,2183442,gate_40,122,1,1
8709,19608,2183556,gate_30,20,1,1
8710,19609,2183586,gate_40,15,1,0
8711,19611,2183713,gate_40,32,1,0
8712,19612,2183910,gate_40,222,1,1
8713,19615,2184080,gate_40,29,1,0
8714,19617,2184194,gate_30,15,1,0
8715,19618,2184256,gate_30,11,1,0
8716,19622,2184600,gate_40,54,1,0
8717,19623,2184718,gate_30,20,1,0
8718,19624,2184738,gate_40,42,1,1
8719,19625,2185100,gate_30,7,1,0
8720,19629,2185214,gate_40,23,1,1
8721,19631,2185328,gate_40,83,1,1
8722,19632,2185511,gate_40,64,1,0
8723,19633,2185582,gate_30,29,1,0
8724,19634,2185678,gate_40,81,1,0
8725,19636,2185936,gate_30,88,1,1
8726,19638,2186103,gate_40,10,1,0
8727,19640,2186411,gate_30,107,1,0
8728,19644,2186658,gate_40,210,1,1
8729,19645,2186665,gate_40,69,1,1
8730,19647,2187261,gate_40,164,1,1
8731,19648,2187484,gate_40,7,1,0
8732,19649,2187553,gate_40,16,1,0
8733,19650,2187757,gate_30,66,1,1
8734,19652,2188008,gate_30,22,1,0
8735,19655,2188302,gate_40,4,1,0
8736,19656,2188320,gate_40,78,1,0
8737,19658,2188881,gate_30,42,1,0
8738,19659,2189018,gate_30,105,1,0
8739,19660,2189067,gate_30,256,1,1
8740,19662,2189159,gate_40,285,1,1
8741,19664,2189680,gate_40,494,1,1
8742,19669,2190304,gate_30,26,1,0
8743,19672,2190708,gate_40,84,1,0
8744,19673,2191253,gate_30,49,1,0
8745,19674,2191274,gate_30,175,1,1
8746,19676,2191453,gate_40,161,1,1
8747,19678,2191543,gate_30,25,1,0
8748,19679,2191553,gate_40,21,1,0
8749,19683,2192693,gate_40,101,1,0
8750,19684,2192981,gate_30,3,1,0
8751,19686,2193101,gate_30,56,1,0
8752,19689,2193338,gate_30,20,1,0
8753,19694,2193620,gate_40,28,1,0
8754,19695,2193761,gate_40,5,1,0
8755,19703,2194213,gate_40,171,1,0
8756,19704,2194337,gate_40,13,1,0
8757,19706,2194653,gate_30,16,1,0
8758,19707,2194661,gate_30,11,1,0
8759,19709,2194833,gate_40,27,1,0
8760,19710,2194942,gate_40,24,1,0
8761,19711,2195182,gate_30,25,1,0
8762,19712,2195717,gate_40,38,1,0
8763,19713,2195742,gate_30,37,1,1
8764,19715,2196143,gate_30,3,1,0
8765,19716,2196266,gate_30,105,1,0
8766,19717,2196413,gate_40,332,1,1
8767,19719,2196610,gate_30,47,1,0
8768,19721,2196789,gate_40,27,1,0
8769,19722,2196971,gate_40,35,1,0
8770,19723,2197124,gate_30,100,1,1
8771,19730,2197461,gate_30,48,1,1
8772,19732,2197921,gate_30,255,1,1
8773,19734,2198027,gate_30,420,1,1
8774,19735,2198063,gate_40,41,1,0
8775,19738,2198601,gate_40,75,1,0
8776,19739,2198629,gate_40,189,1,1
8777,19741,2198776,gate_40,5,1,0
8778,19742,2198816,gate_40,100,1,1
8779,19743,2198818,gate_30,6,1,0
8780,19744,2199001,gate_40,27,1,0
8781,19745,2199073,gate_40,36,1,0
8782,19747,2199318,gate_30,126,1,1
8783,19748,2199353,gate_40,194,1,0
8784,19750,2199490,gate_40,107,1,1
8785,19751,2199555,gate_40,13,1,0
8786,19753,2199658,gate_30,31,1,0
8787,19756,2199867,gate_40,28,1,0
8788,19760,2200185,gate_40,35,1,0
8789,19764,2200418,gate_40,117,1,1
8790,19768,2200667,gate_40,112,1,1
8791,19772,2201205,gate_40,31,1,0
8792,19774,2201298,gate_30,86,1,0
8793,19775,2201299,gate_30,920,1,1
8794,19777,2201739,gate_30,137,1,1
8795,19778,2202072,gate_30,172,1,1
8796,19785,2202838,gate_30,30,1,0
8797,19787,2202992,gate_30,2,1,0
8798,19789,2203079,gate_40,38,1,0
8799,19790,2203165,gate_30,100,1,1
8800,19791,2203300,gate_30,390,1,1
8801,19792,2203405,gate_30,11,1,0
8802,19795,2203617,gate_40,51,1,1
8803,19796,2203798,gate_30,20,1,0
8804,19799,2204177,gate_30,14,1,0
8805,19800,2204184,gate_30,56,1,1
8806,19804,2204390,gate_40,266,1,1
8807,19805,2204410,gate_30,18,1,0
8808,19806,2204633,gate_40,15,1,0
8809,19807,2204683,gate_30,389,1,1
8810,19808,2204741,gate_30,108,1,0
8811,19809,2204758,gate_40,35,1,1
8812,19812,2205692,gate_30,329,1,1
8813,19816,2206197,gate_30,45,1,0
8814,19821,2206520,gate_40,31,1,0
8815,19822,2206543,gate_40,121,1,1
8816,19823,2206671,gate_40,112,1,1
8817,19824,2207055,gate_30,25,1,0
8818,19826,2207311,gate_40,7,1,0
8819,19833,2207832,gate_40,53,1,1
8820,19835,2208148,gate_40,99,1,0
8821,19839,2208823,gate_40,6,1,0
8822,19845,2209313,gate_40,20,1,0
8823,19847,2209598,gate_30,124,1,0
8824,19848,2209601,gate_40,55,1,0
8825,19850,2209831,gate_30,19,1,1
8826,19851,2209835,gate_40,93,1,1
8827,19861,2210885,gate_30,73,1,1
8828,19862,2211121,gate_40,48,1,0
8829,19865,2211238,gate_30,8,1,0
8830,19866,2211330,gate_30,75,1,1
8831,19867,2211408,gate_40,352,1,1
8832,19868,2211468,gate_30,141,1,0
8833,19869,2211499,gate_40,37,1,0
8834,19874,2211815,gate_30,11,1,0
8835,19875,2211867,gate_30,76,1,1
8836,19877,2211994,gate_30,97,1,1
8837,19878,2212415,gate_40,57,1,0
8838,19879,2212460,gate_40,20,1,0
8839,19883,2212771,gate_30,30,1,0
8840,19884,2212832,gate_40,263,1,0
8841,19885,2212862,gate_40,3,1,0
8842,19886,2213302,gate_40,413,1,1
8843,19888,2213378,gate_40,5,1,0
8844,19890,2213559,gate_30,62,1,1
8845,19892,2213692,gate_40,307,1,1
8846,19894,2213885,gate_40,62,1,0
8847,19899,2214734,gate_30,7,1,0
8848,19901,2215091,gate_30,76,1,1
8849,19903,2215157,gate_30,167,1,1
8850,19904,2215248,gate_30,4,1,0
8851,19908,2215615,gate_30,74,1,0
8852,19914,2216371,gate_30,36,1,0
8853,19917,2216853,gate_40,14,1,0
8854,19918,2217053,gate_40,77,1,1
8855,19922,2217124,gate_40,180,1,0
8856,19924,2217169,gate_40,13,1,0
8857,19926,2217517,gate_30,1,1,0
8858,19934,2218067,gate_40,27,1,0
8859,19935,2218255,gate_40,59,1,0
8860,19936,2218409,gate_40,4,1,0
8861,19937,2218497,gate_40,114,1,0
8862,19940,2218771,gate_40,44,1,0
8863,19944,2219173,gate_30,142,1,1
8864,19945,2219734,gate_30,161,1,0
8865,19949,2220257,gate_30,46,1,0
8866,19953,2220683,gate_40,27,1,0
8867,19956,2220962,gate_30,68,1,0
8868,19957,2221004,gate_30,133,1,1
8869,19959,2221142,gate_30,12,1,0
8870,19960,2221397,gate_30,18,1,0
8871,19961,2221398,gate_30,146,1,1
8872,19962,2221413,gate_40,2,1,0
8873,19968,2222184,gate_30,24,1,0
8874,19969,2222208,gate_30,205,1,0
8875,19972,2222475,gate_30,81,1,0
8876,19973,2222582,gate_40,14,1,0
8877,19979,2222900,gate_30,113,1,0
8878,19980,2223046,gate_40,157,1,0
8879,19983,2223310,gate_40,21,1,0
8880,19984,2223350,gate_30,27,1,0
8881,19985,2223387,gate_30,108,1,0
8882,19987,2223677,gate_40,87,1,0
8883,19989,2223832,gate_30,103,1,0
8884,19990,2223881,gate_40,55,1,1
8885,19991,2223995,gate_30,116,1,0
8886,19995,2224322,gate_30,37,1,0
8887,19996,2224342,gate_40,16,1,0
8888,19997,2224354,gate_30,263,1,1
8889,20002,2224892,gate_30,23,1,0
8890,20003,2224893,gate_40,166,1,1
8891,20004,2224975,gate_40,31,1,0
8892,20008,2225262,gate_40,316,1,1
8893,20010,2225547,gate_30,86,1,0
8894,20021,2226327,gate_30,37,1,0
8895,20024,2226487,gate_30,8,1,0
8896,20025,2226651,gate_30,200,1,0
8897,20026,2226711,gate_30,49,1,0
8898,20027,2226801,gate_40,144,1,1
8899,20028,2226809,gate_40,7,1,0
8900,20031,2227264,gate_40,127,1,1
8901,20034,2227575,gate_40,37,1,0
8902,20035,2227579,gate_30,36,1,1
8903,20036,2227588,gate_40,72,1,1
8904,20041,2227995,gate_40,36,1,1
8905,20045,2228150,gate_30,20,1,0
8906,20047,2228338,gate_40,156,1,1
8907,20050,2228566,gate_40,125,1,0
8908,20053,2228812,gate_40,211,1,0
